comment,likes,author,processed_comment
"hawo! mampir ke chanel aku yu. chanell yotube nya masih baru. bantu promo, like, coment and subscribe jugaaaa, makasihhhhhh",0,@deviyuliantini5841,hawo mampir chanel yu chanell yotube nya bantu promo like coment and subscribe terima kasih
Aaakkk telat banget gw coba kmaren2 tau ada merk ini 😭😭😭,0,@Lulut16,ak telat banget coba kmaren merk
Terlaluu Racun sih😭😭😭,0,@nuristikhah1027,terlaluu racun sih
"Mau nanya dong guys, focallure itu cuma bisa beli online ya? Store nya dmna ada yg tau kah?",0,@lisamartyani9368,nanya guys focallure beli online ya store nya dmna kah
Ngepas banget jam nya...,1,@ainunnisa4109,ngepas banget jam nya
Entah kenapa video ini yang selalu aku play berulang-ulang... 😅,0,@mamakairi2655,video play ulang ulang
Terlalu terang pencahayaannya,0,@riarizqa6808,terang cahaya
Subhanalove . Jd pgn lgsg beli ajaaa!!!,0,@saqilahazyariah6981,subhanalove lgsg beli
"sekarang diskon di shopee 15rb. makeup apaan coba anjir, seneng banget sampe bego",0,@Sunshypeachx,diskon shopee rb makeup coba anjir neng banget bego
gamau banyak komentar lagi..kalo menurut aku sih baguss haha tasya tsya,0,@ekakameliarizkila9234,gamau komentar sih baguss tertawa tasya tsya
asliiii racunnn,0,@ekakameliarizkila9234,asli racun
Ntr harganya jgn dinaikin kak klo jdi ownernya😂,0,@adindaresti247,ntr harga jgn dinaikin kak jdi ownernya
Dua lipa?,0,@zahrahseptiana5088,lipa
"Emg bner kak smua makeup focalure rata rata 22.000 -50.000 asli nya dari primer lipstik dll. Tapi langsng di china yaaa bukan di indo ,karena kalau ud ampe indo ud mahalll",1,@melanilidya5617,emg bner kak smua makeup focalure asli nya primer lipstik dll langsng china ya indo ud ampe indo ud mahal
"Please kasih tau, focallure ini beneran no animal tested nggak? Baca komen2nya kok masih bingung antara iya atau enggak, please kasih tau ya karna aku abis googling focallure ini dari china dan disana pasti pakai animal testing, masih berharap semoga focallure no animal tested 😭😭😭😭😭",0,@rullydika7285,please kasih focallure beneran no animal tested baca komen nya bingung iya please kasih ya abis googling focallure china sana pakai animal testing harap moga focallure no animal tested
Mau nanya dong focallur halal ngga ya?,0,@lauranabella4203,nanya focallur halal ya
OMG teracuni oleh tasya farasya,0,@anggitaputritaufanabayasut7155,ya ampun racun tasya farasya
Dimana q bisa beli? 😳,0,@emakemakonthego2422,mana q beli
tasya very bold farasya,0,@icakhairunnissa1413,tasya very bold farasya
Lisa Martyani aku beli di olshop ig @belangibeauty.store olshop langganan aku,0,@hongkitaemin,lisa martyani beli online shop ig store online shop langgan
Renee Melly aku beli di olshop ig @belangibeauty.store olshop langganan aku,0,@hongkitaemin,renee melly beli online shop ig store online shop langgan
tasya menor farasya,0,@icakhairunnissa1413,tasya menor farasya
Mungkin menurut kakak masih murah kalau 40 puluan ribu . Tapi kalo aku itu udah mahal banget 😥😥😥😥,0,@pin4738,kakak murah puluan ribu mahal banget
"Ya ampun kak racun banget, langsung beli ke ars_fashion",0,@fardiantifernanda2953,ya ampun kak racun banget langsung beli ars fashion
Racunnn 😭 otw arss,0,@aawawlia4264,racun jalan arss
This girl hebohnya juaraaakkkk,0,@theresialim6528,this girl heboh juarak
bagus bet gila dah murah lagi ah racun bgt lo kak,0,@kanka_free,bagus bet gila dah murah ah racun banget lo kak
"""Aku nggak mau bilang ini semua recommended, tapi emang ini semua recommended"" - Tasya tanpa pori pori Farasya",3,@hanindhita1159,bilang rekomendasi rekomendasi tasya pori pori farasya
Cirii khas...wowwww benar-benar pigmented....😂😂😂😅😅😅👍👍👍👍👍👍👍👍,0,@dedy9948,ciri khas wo pigmented
Uhh ngeracun mulu kk ihh wkkw,0,@ulfatris2280,uhh ngeracun mulu kak ihh wkkw
Umur berapa ya??,0,@naylanadia7314,umur ya
produk china kak,0,@elliameiringgo4288,produk china kak
"Kita jual produk focallure ready stok kka.  Cek IG zulfashion_kosmetik. Eyeshadow 18 warna cuma 120rb,  eyeshadow 20 warna 130rb,  highlighter 6 macam 140rb.  Eyeliner glitter focallure 45rb.  Semua ready.  Kita juga jual di shopee dan tokopedia.  Terimakasih",0,@zulfavidies5188,jual produk focallure ready stok kka cek ig zulfashion kosmetik eyeshadow warna rb eyeshadow warna rb highlighter rb eyeliner glitter focallure rb ready jual shopee tokopedia terimakasih
Kak tasya walaupun gak pakek make up tetep cantik banget,0,@azizaarmeisa,kak tasya pakek make up tetep cantik banget
"gw suka banget denger ka tasya ngomong , ceplas ceplos tapi gak dibuat buat dan gak lebayy,moodboster i love this one so much❤️",1,@jujusyaila1221,suka banget denger kak tasya ngomong ceplas ceplos lebayy moodboster i love this one so much
Pas bgttt lagi cari review folcallure laff❤❤❤,1,@auriliasiwi5635,pas banget cari review folcallure laff
"11:22 ""gimana nih"" HAHAHHAHA",2,@dayeondiana,gimana hahahhaha
Itu cahaya keterangan / keputihan aplin produknya,0,@rifdadyahayu9391,cahaya terang putih aplin produk
Suka banget kak,0,@azizahrossalinawidodari1453,suka banget kak
"mau komen, gue jadi keracunan, mau cek ig terus beli, tolongin hamba ya Allah kerancunan ka Tasya😂😂😂😂😂",0,@babyygei9260,komen racun cek ig beli tolongin hamba ya allah kerancunan kak tasya
Kak tasya kan nyuruh kita beli focallure tapi mana duitnya kak,0,@vinaazmil5819,kak tasya nyuruh beli focallure duit kak
Di shopee dibwh 50ribuan.,0,@ivonenov511,shopee dibwh ribu
focallure murah malaaang free ongkir cod dan deliveryyy ( @allfocalluremalang ),0,@tatyadepphead2269,focallure murah malang free ongkir cod delivery
9:28 ngakak parah..😂,0,@LiliLili-vp1cw,tertawa parah
dia berisik bgt si wkwk tapi lucu trus suka juga wkwk,0,@diahayuseptianingrum4178,berisik banget si tertawa lucu suka tertawa
ini racun sihhh. segera cek ars fashion 😆,0,@ayunovitahasan6571,racun sih cek ars fashion
sama eyeshadow beauty creations bagus mana tasya???,0,@zahrahst581,eyeshadow beauty creations bagus tasya
Aku kayak nya pernah ngeliat kaka di film gitu aku lupan nama nya,0,@aurellia5480,kayak nya kaka film lup nama nya
gue ngeliat bibirnya tasya farasya kaya jadi gatel pengen ikut komatkamit tapi apalahdaya malah jadi kaya dugong seaworld :(,0,@ayuandani4532,bibir tasya farasya kaya gatel komatkamit apalahdaya kaya dugong seaworld
Racun banget. Kenapa baru kenal kakak sekarang sekarang 😓😓😓😭😝 nyesel,0,@rayyasorayah1805,racun banget kenal kakak nyesel
Org mana sih,0,@stevannyvanny1927,orang sih
Barbiee😍,0,@theresiaverolomak3300,barbiee
sumpah racun bgt ini video 😂😂😂,0,@nanaecute9997,sumpah racun banget video
Kak tasya concealer steak nya merk apa yaa??,0,@rikatursino8222,kak tasya concealer steak nya merk ya
"OMG KAK KARENA KAK TASYA AKU JD BELI EYESHADOWNYA FOCALLURE, AKU TELAT BANGET SI TAPI YAUDS LA YA:"")",0,@syahranibahri_1270,ya ampun kak kak tasya beli eyeshadownya focallure telat banget si yauds la ya
Focallure itu brand nya amerika kakk😊,0,@talithaa____,focallure brand nya amerika kakk
"""Karna aku gamau terlalu kebanyakan komentar lagi"" detik berikutnya ""kalo menurut aku sih bagus"" wkwkwk terserah ka tasya gamau banyak komen farasya aja dah😂😂",0,@cintajuliaz,gamau banyak komentar detik sih bagus tertawa serah kak tasya gamau komen farasya dah
Ka plis bikin vlooggggg donk :(,0,@aufafa14._85,kak plis bikin vloog donk
"Aku  tantang ka tasya make up

Tp make up nya semua kalo di total harus 200 rb",0,@susanatamara5397,tantang kak tasya make up make up nya total rb
Gemes banget ama tasya and produknya 🤣🤣🤣🤣,0,@novylaga7474,gemes banget ama tasya and produk
Hy jangan lupa mampir ke channel ku ya😊jangan lupa Subscribe dan like nanti aku subback👌😊,0,@elvirahelmilia,hy lupa mampir channel ku ya lupa subscribe like subback
"Rika Tursino focallure, aku beli di olshop ig @belangibeauty.store olshop langganan aku",0,@hongkitaemin,rika tursino focallure beli online shop ig store online shop langgan
Susana Tamara udah ada,0,@angelvemberyanty9342,susana tamara
"sumpah kak tasya cantik bgt,suka bgt sama tutorial nya apalagi kak tasya keliatan semangat gitu jd lucuuu
semangat kak tasya",0,@oktaliahandayani5884,sumpah kak tasya cantik banget suka banget tutorial nya kak tasya liat semangat lucu semangat kak tasya
terang bgt silauu,0,@RARA-cg3xl,terang banget silauu
yaa ampun gue kena rachunnnnn........😂😂😂😂,0,@novitayahya5498,ya ampun kena rachun
She's so fun to watch! Lucky i understand indonesian so i can enjoy her talking lol,0,@Msztyllachara,she s so fun to watch lucky i understand indonesian so i can enjoy her talking lol
ka tasya saran doang ya kalo pake makeup lebih bagus lagi kalo leher sm telinganya warnanya sama jadi ga keliatan belang,0,@nadieerraa7435,kak tasya saran doang ya pakai makeup bagus leher telinga warna liat belang
Tasya kamu nih lucu bgt sihhh 😆😆,0,@benediktat.8888,tasya lucu banget sih
DUA LIPA INDONESIA ? WKWKWK,0,@iaaa9991,lipa indonesia tertawa
this's the best video everrrr!!!!,0,@Bellamarch6992,this s the best video ever
gua kira awalnya dua lipa sumpah 😂,0,@nasywaaulia9670,gua lipa sumpah
Kapan kapan bikin vidio serba wardah dong kak,0,@procell6881,bikin vidio serba wardah kak
Mirip Dua Lipa,0,@salmamalinda2202,lipa
yaampun denger narasinya kak tasya jadi semangat pengen beli 😆,0,@indriyazhou6735,yaampun denger narasi kak tasya semangat beli
Kak tasya kok di area hidung kayak ada bintik bintik hitamnya,0,@yasmin-qf3yd,kak tasya area hidung kayak bintik bintik hitam
Apa cuman aku yg nonton di 2017 eh 2018,0,@vebrirastri4513,cuman nonton eh
Emang bener bgt gua syukak bgt ama eyeshadow ny nampol bgt bner2 berasa make  . Luvv luvv pokony,0,@auliaprestinova2050,bener banget gua syukak banget ama eyeshadow ny nampol banget bner asa make luvv luvv pokony
Kak bisa stay berapa lama?,0,@refrifitria5131,kak stay
foundation price????,0,@arifahaque3643,foundation price
pertama kali nontonn video kakak. suka bngt💕,0,@listilusadi3219,kali nontonn video kakak suka banget
how long focallure foundation stay perfectly in hot summer day.?,0,@jannatulferdoussumi1365,how long focallure foundation stay perfectly in hot summer day
Foundinya keputihan y atau cahaya,0,@lanaramayana4194,foundinya putih y cahaya
GIVE AWAY LIPSTIC MATTE FOCALLURE CHECK INSTGRAM @GCS_COSMETICS,0,@tiaragracia1631,give away lipstic matte focallure check instgram
selalu suka dan di tunggu2 video terbarunya dari mbak tasya...pokok e keren bgt tutorialnya...saya suka..saya suka,0,@ririnafriani4601,suka tunggu video baru mbak tasya pokok e keren banget tutorial suka suka
Langsungggg beliiii,0,@katyas2823,langsung beli
"Ka kira"" kalo untuk rias pengantin prodak fullcolor ketahanannya bagus gak ya ka?",0,@ferdiansyah8115,kak rias pengantin prodak fullcolor tahan bagus ya kak
keputifan muka mu,0,@santichan3052,keputifan muka mu
Seriusan tasya lu bikin gw pengen beli wkwk🙊🙊🙊,0,@tifanizulfiana3132,serius tasya lu bikin beli tertawa
Racun bgtttt!!!!!,0,@annetcahaya3502,racun banget
Hi kak! Fyi nih beberapa produk focallure UDAH BPOM❤,0,@angelaviona6122,hi kak fyi produk focallure bpom
"""Bisa2 semuka cm 500 rb gt deh"" cuma😂",4,@sasafarhatudini,muka cm rb gt deh
"""Bisa2 semuka cm 500 rb gt deh"" cuma😂",11,@sasafarhatudini,muka cm rb gt deh
Kereeeeeennnnnnn,0,@lolitalolita1983,keren
"Gilaaaaaa gw langsung browse ini produk,,,, mulut tasya berbisa banget 😂😂😂",0,@indah6743,gila langsung browse produk mulut tasya bisa banget
kak falsie nya make merk apa,0,@whome869,kak falsie nya make merk
Tahan lama ngak?,0,@bellabwz,tahan ngak
mirip nia ramadhani,0,@kikirizki4788,nia ramadhani
Kek pake topeng kak,0,@ivancornellius,kek pakai topeng kak
beli di ali expres jauhhhh lebi murah kak hahahha,0,@dianpermatasari9683,beli ali expres lebi murah kak hahahha
syg bgt bikinnya mlm pasti diapus lagi atauga dibawa tidur:(,0,@napa9671,syg banget bikin mlm diapus atauga bawa tidur
kk jdi semua kk belik berapa uang kk tasyah☺☺,0,@djmdj7320,kak jdi kak belik uang kak tasyah
Wew,0,@pipitmunchies1818,wew
Setdah beda banget ka sama yg sekarang mukanya,0,@zhafarinamaudy7988,setdah beda banget kak muka
"""aku kayaknya harus napas dulu dehh"" wkkwkwkkwkwkwkwk",0,@dianmuhammad2899,kayak napas dehh wkkwkwkkwkwkwkwk
Gw ngerasa bkan wanita liat ka tasya😅... Pengenn deh di makeupin ka tasya😍,0,@yusnita0357,bkan wanita lihat kak tasya pengenn deh makeupin kak tasya
uhhh bagus bgt makeup nya 😍😍😍.,0,@renataannisa4806,uh bagus banget makeup nya
The most epic intro,0,@deemoiselleqr,the most epic intro
"kak tasya bikin vid tutorial makeup yg tipis dan natural donk, pengen bgt deh liat natural beautyny",0,@sorrybutimjaehyunsfuturewi4573,kak tasya bikin vid tutorial makeup tipis natural donk banget deh lihat natural beautyny
"Kaaaaaak baru nonton hwaaa, gila lgsg kepengen beli bgt parah. Racunnya pollll bgt❣️❣️❣️❣️",0,@pingkanelma,kak nonton hwa gila lgsg ken beli banget parah racun pol banget
Hai mau FOCALLURE MURAH? Import ada formulir import langsung dikirim dari luar negeri ke tempat kalian. Cuman 100.000 💕 follow @gcs_cosmetics on ig,0,@tiaragracia1631,hai focallure murah import formulir import langsung kirim negeri cuman follow on ig
Cantik buangeeeeeettttt ..love you tasya.😍😍😍😍,0,@princessdanna4233,cantik buanget love you tasya
putih bgt hasilnya:(,0,@lydongg27,putih banget hasil
Racun banget ka 😂❤️😭😭😭😭,0,@celinethalia7849,racun banget kak
Cantik banget kak tasya😘😘,0,@putriwulandari8949,cantik banget kak tasya
gabosen bosen kak liatnyaaa :'),0,@alifiaajeng4814,gabosen bosen kak liat
harus nabung buat beli mereka ini sih,0,@indahkartika8580,nabung beli sih
"Kak tasya beli background nya dimana ya??  Sering banget ganti"" warna..",0,@nonihandini827,kak tasya beli background nya mana ya banget ganti warna
Kok cantik banget sihhhhhh 😩,0,@luhanjani7537,cantik banget sih
Andai w punya kk kya u mungkin we ga akan pusing beli make up,0,@renatrimeylinda2417,andai w kak kya u we pusing beli make up
"beli focallure dmn?
di counter kyknya gak ad..",0,@benita9083,beli focallure dmn counter kyknya ad
be nita aku beli di olshop ig @belangibeauty.store olshop langganan aku,0,@hongkitaemin,be nita beli online shop ig store online shop langgan
KOK JD MIRIP BARBARA PALVIN SIH..?!?,0,@annisamaulidyas2742,barbara palvin sih
Focallure di olshopku lariiis banget Kak pada ku racunin semua video ini wkwk Alhamdulillah.. 😂😂😂 ig: isvitaaa,0,@calianahayuernesta2968,focallure olshopku laris banget kak ku racunin video tertawa alhamdulillah ig isvita
Kayak nia ramadhani pas udh pke bulmat,0,@dindaayunda,kayak nia ramadhani pas pakai bulmat
pengwn banget jadi adek k tasya . supaya warisin keahliannya dan harta make up nya,0,@momsthya1760,pengwn banget adek k tasya warisin ahli harta make up nya
"Gatau udh berapa ratus kali ge nontonin ini satu video:""",0,@urstellation,gatau ratus kali ge nontonin video
Que ?,0,@izziq.12,que
"Tasya,  focallure udh ada yg palsu ga ya??  Aku mau beli di aliexpress dan 50%lebih murah.. So itu asli apa gmn ya?  Tp Richard godar jg bilang pas dia ke china beli focallure harganya emang murah murah di bawah 50rb an malah.  Mohon info ya sya... Tq",0,@deemf4354,tasya focallure palsu ya beli aliexpress murah so asli gmn ya richard godar bilang pas china beli focallure harga murah murah rb an mohon info ya sya tq
"Youtuber yg paling gw suka
-Tasya Farasya😉
-Ashila Sikado
-Nanda Arsyinta
-Indira Khalista
-Niana Guerrero
-Ranz Kyle
-Ria Ricis
-Gen Halilintar
-Bastian steel
-AA Utap
-(Gatau lagi lupaa Banyak banget)!😂😉😆",1,@nadinevita1379,youtuber suka tasya farasya ashila sikado nanda arsyinta indira khalista niana guerrero ranz kyle ria ricis gen halilintar bastian steel aa utap gatau lupaa banget
HEY! I'm interested in this brand! And gurl you slay!😍 I would like to ask does the foundation and concealer lasts? is it good for oily skin? would u recommend it? or not? Thanks! sorry I can't speak your language but I love u guys! 💕💕,2,@sheena9889,hey i m interested in this brand and gurl you slay i would like to ask does the foundation and concealer lasts is it good for oily skin would u recommend it or not terima kasih sorry i can t speak your language but i love u guys
kakak? belinya dmna aku mau beli di olshop tapi pengirimannya lama 25 hari😂😑,0,@devifitriani5824,kakak beli dmna beli online shop kirim
gila cantik bgt,0,@hidayaka26,gila cantik banget
racun banget tasya...gw jd beli eyeshadow pallete 9 dan highlighter foccalure gara2 lu tasy.....😂😂pdhal sebelumnya ngga berani pake produk china.takut ngga jelas ingredientsnya dan halalnya..ehm..,0,@dwirahmawati1106,racun banget tasya beli eyeshadow pallete highlighter foccalure gara lu tasy pdhal berani pakai produk china takut ingredientsnya halal ehm
wajahnya terlalu Putih 😅,2,@nadyashofanabilah6040,wajah putih
Sekarang harganya diatas 100 semua chiiinnn....apa sdh ada counternya,0,@santinoradiyanto8443,harga atas chin sdh counternya
Jual FOCALLURE Eyeshadow Palette MURAH Under 150k sist😍😍 READY AWAL JANUARI✨ yukk buruan order 👉👉 https://shopee.co.id/makeup.goals,0,@farmalarissa,jual focallure eyeshadow palette murah under k sist ready januari yukk buru order
Can you please make your vedios in English ?,0,@DRoy-ng2fr,can you please make your vedios in english
Tasia bagi Mat of mu,0,@hendranbbn6010,tasia mat of mu
Gimana niihhh,0,@botakberdarah,gimana niih
