comment_raw,comment_preprocessing,label_sentimen
"[PO FOCALLURE ORI CHINA]

Hey Girl! (girl) Pasti tau dong Brand Focallure yang lagi hist ini.  Sering banget di review sama beautyvloger itu loh, yang Eyeshadownya pigmented banget itu ! Lagi Ada Open PO nih buat kamu kamu yang ingin banget punya produk dari Focallure ini.  Ets, jangan takut sama harganya girl. Dijamin MURAH BANGET!!  
1. FOCALLURE18 Shades Full Function Pallete (Twilight) : 150K (harga asli 300k) 
2.FOCALLUR Palette Blush on/ Highligther 3 color: 45k (harga asli 70k) 
3. FOCALLUR Makeup Powder : 50k (harga Asli 127k) 
4.FOCALLURE Eyebrow Pencil Waterproof : 35k (harga asli 60k) 
5.FOCALLURE Shimmer Bronzer Highlighters Powder: 50k (harga asli 80k) 
6.FOCALLURE New Pressed Makeup Powder  : 80k ( harga asli 127k) 
7.FOCALLURE Makeup Mate Liquid Lipstik : 65k (100k) 
8. FOCALLURE Face Highlighter Stick : 50k (100k) 
9.FOCALLURE Palet Blush On : 45k (harga asli 85k) 
10. FOCALLURE Triple Lip Crayon : 65k ( harga asli 115k) 
11. FOCALLURE Stick Concealer : 75k ( harga asli 161k)
12. FOCALLURE 9 Colours Shimmer Matte Pigment Gliter : 65k (126k) 
13. FOCALLURE 20 Colours Eyeshadow Palette Glamorous  Smokey : 145k ( harga asli 231k)  
14.FOCALLURE Mascara Volume Express : 55k(harga asli 88k) 
15.FOCALLURE Pigment Waterproof Face Contour Concealer : 30k (harga asli 45k) 
16. FOCALLURE  BB Cream : 65k (harga asli 104k) 
17. FOCALLURE 18 Colours Pallete Eyeshadow : 120k ( harga asli 198k) 

Gimana Girls,  murahkan produk Focallurenya.  Kok murah sih sist?(wah) Aman engga nih? 100% Ori ya Girls, karena aku ambilnya langsung dari Chinanya jadi murah, aku sendiri aja pake loh. Ayo buruan pesen produk Focallurenya! Dijamin Tidak Menyesal! (sedih) 

PERIODE PO :  6 Agustus - 12 Agustus 2018
Barang sampai: kurang lebih 2 minggu setelah tanggal 12 Agustus 2018 ( Maklum langsung dari china ya!) 

(Circus Tent)COD daerah IPB Dramaga dan IPB Baranangsiang
Luar dari itu pengiriman Via JNE yaa! 

Ada Promo Khusus lagi nih:

(wah)Beli 3 Produk apa saja diskon 10k(berlaku kelipatan). 
(wah)Beli produk senilai 300k gratis ongkir 20k .

(ASAP)(ASAP)(ASAP)Ayo tunggu apalagi,  buruan pesen sekarang juga!!(ASAP)(ASAP)(ASAP)

Detail&informasi barang silakan PC ya. 

(line)beatlefreaks
wa: 08164640552",po focallure ori china hey girl girl brand focallure hist banget review beautyvloger loh eyeshadownya pigmented banget open po banget produk focallure ets takut harga girl jamin murah banget focallure shades full function pallete twilight k harga asli k focallur palette blush on highligther color k harga asli k focallur makeup powder k harga asli k focallure eyebrow pencil waterproof k harga asli k focallure shimmer bronzer highlighters powder k harga asli k focallure new pressed makeup powder k harga asli k focallure makeup mate liquid lipstik k k focallure face highlighter stick k k focallure palet blush on k harga asli k focallure triple lip crayon k harga asli k focallure stick concealer k harga asli k focallure colours shimmer matte pigment gliter k k focallure colours eyeshadow palette glamorous smokey k harga asli k focallure mascara volume express k harga asli k focallure pigment waterproof face contour concealer k harga asli k focallure bb cream k harga asli k focallure colours pallete eyeshadow k harga asli k gimana girls murah produk focallurenya murah sih sist aman engga ori ya girls ambil langsung chinanya murah pakai loh ayo buru sen produk focallurenya jamin sesal sedih periode po agustus agustus barang minggu tanggal agustus maklum langsung china ya circus tent cod daerah ipb dramaga ipb baranangsiang kirim via jne ya promo khusus beli produk diskon k laku kelipat beli produk nila k gratis ongkir k asap asap asap ayo tunggu buru sen asap asap asap detail informasi barang sila pc ya line beatlefreaks wa,positif
Cek olshop ig @belangibeauty.store aku beli disituu,cek online shop ig store beli disituu,positif
"Artisan sis, atau ardell",artisan sis ardell,netral
Sumpah cantikkk bngt SUBHANALLAH .... 💞💞💞,sumpah cantik banget subhanallah,positif
Racun bgt kaaaa 😍,racun banget kak,positif
harga segitu jg mahal kak. buat aku yg uangnya gak berlebih,harga segitu mahal kak uang lebih,negatif
"kak tasya, itu kalo aku totalin smw produk make up yg kk pake, totalnya tembus 1,1 jt'an wkwk",kak tasya totalin smw produk make up kak pakai total tembus jt an tertawa,netral
That foundation is too light,that foundation is too light,netral
Ketika lagi nonton tasya dan muncul iklan tasya,nonton tasya muncul iklan tasya,netral
Kaya pake behel deh iya ga sii,kaya pakai behel deh iya sii,netral
Sy suka banget sama matanya 😍😍,suka banget mata,positif
Summmpahhhh😗😗😍😍😍cantiknya,sumpah cantik,positif
"Apa cm aq aja yah yg malah fokus ama tasya nya bukan ama produk yg di bahasx 😁 
Aq terpukau wajah bulenya,,, km asli bule atau gmna ? Kok fasih bnget ama bhs indo,, maaf soalx aq baru aja pertama nonton vlog km",cm yah fokus ama tasya nya ama produk bahasx pukau wajah bule km asli bule gmna fasih bnget ama bhs indo maaf soalx nonton vlog km,netral
Untuk kakak2 yang nyari produk focallure di sy ada silahkan WA.082120385370  IG.focallure189  web.www.fashionratna.com,kakak nyari produk focallure silah wa ig focallure web,netral
izin share kakak cantik..,izin share kakak cantik,positif
"kemahalan itu harganya , padahal aslinya lebih murah parah 😥😥",mahal harga asli murah parah,negatif
"""Dia ga kaya batu kerasnya"" 😂 wkwkwkwkwkwkwk ngakak kak",kaya batu keras wkwkwkwkwkwkwk tertawa kak,netral
Omg iklan ya asli serius keren,ya ampun iklan ya asli serius keren,positif
Ka itu kliatan putih bgt gak sih kliatannya?,kak kliatan putih banget sih kliatannya,netral
Belajar? Belajar apa kak?,ajar ajar kak,netral
Cek ig olshop aku @felanckll aku jual focallure original lg promo loh,cek ig online shop jual focallure original lg promo loh,netral
Kak minta hylyter rainbow nya dong,kak hylyter rainbow nya,netral
Kak bkin video make up with kak tasyi dong,kak bkin video make up with kak tasyi,netral
"Kok kaya bencis kak:v
Mukanya keliatan strong banget 😭😭",kaya bencis kak v muka liat strong banget,netral
Bagusan mana kak sama make over?,bagus kak make over,positif
Mirip dualipa :),dualipa,netral
"Aku beli di shope lebih murah kak kaya loosebpowder cuma 29rb pengiriman cuma 10rb dari china langsung, ini produk dari china asli kak",beli shope murah kak kaya loosebpowder rb kirim rb china langsung produk china asli kak,positif
Lightnya terlalu terang atau shadenya ga match yaa.😅,lightnya terang shadenya match ya,netral
"""Beliin semua keluarga kalian"" 😂😂",beliin keluarga,positif
"Eyeshedow yg palet 18 Warna, bagus bgt kak 😃😃",eyeshedow palet warna bagus banget kak,positif
"kalo ka tasya lg liat kebawah, sekilad mirip dua lipa😂",kak tasya lg lihat bawah sekilad lipa,netral
Ka tasya eyebrown nya enakan yg matic apa gel?,kak tasya eyebrown nya enak matic gel,netral
collab suhayy salimm nya please...d tngguu bngett.....😭😭😭,collab suhayy salimm nya please d tngguu bngett,netral
FOCALLURE MURAH SEINSTAGRAM @focallure_jakarta banyak giveawayyyyy,focallure murah seinstagram giveaway,positif
Beauty blender tasyaa brapa hrga nyaa yaaaa,beauty blender tasyaa brapa hrga nyaa ya,netral
Racun lo sya hahaha,racun lo sya tertawa,positif
Seneng liat dy heboh sendiri..  Pake bodyshop sihh... Bgus kok.. Hee krna cuma it yg aman d muka aku hiksss,neng lihat dy heboh pakai bodyshop sihh bgus hee krna it aman d muka hiks,netral
Aku langsung belii woyyyyyy,langsung beli woy,positif
thumbnail nyaaaaa mirip dua lipaaaaaa❤❤,thumbnail nya lipa,netral
Girl ur face is way too white,girl ur face is way too white,netral
"Bikin video sm kembaran dong.. Atau sm keponakan, atau sm abang ipar😁",bikin video kembar keponakan abang ipar,netral
Mampir dong ke channel aku Dan jangan lupa subscribe,mampir channel lupa subscribe,netral
Kak Tasya jangan terlalu baik ada yang kak Tasya bilang bagus tapi menurut aku jelek,kak tasya kak tasya bilang bagus jelek,negatif
Kak Tasya beli focallore nya di cc aku aja @ladylipstickque,kak tasya beli focallore nya cc,positif
"hawo! mampir ke chanel aku yu. chanell yotube nya masih baru. bantu promo, like, coment and subscribe jugaaaa, makasihhhhhh",hawo mampir chanel yu chanell yotube nya bantu promo like coment and subscribe terima kasih,netral
Aaakkk telat banget gw coba kmaren2 tau ada merk ini 😭😭😭,ak telat banget coba kmaren merk,netral
Terlaluu Racun sih😭😭😭,terlaluu racun sih,positif
"Mau nanya dong guys, focallure itu cuma bisa beli online ya? Store nya dmna ada yg tau kah?",nanya guys focallure beli online ya store nya dmna kah,positif
Ngepas banget jam nya...,ngepas banget jam nya,netral
Entah kenapa video ini yang selalu aku play berulang-ulang... 😅,video play ulang ulang,netral
Terlalu terang pencahayaannya,terang cahaya,netral
Subhanalove . Jd pgn lgsg beli ajaaa!!!,subhanalove lgsg beli,positif
"sekarang diskon di shopee 15rb. makeup apaan coba anjir, seneng banget sampe bego",diskon shopee rb makeup coba anjir neng banget bego,netral
gamau banyak komentar lagi..kalo menurut aku sih baguss haha tasya tsya,gamau komentar sih baguss tertawa tasya tsya,positif
asliiii racunnn,asli racun,positif
Ntr harganya jgn dinaikin kak klo jdi ownernya😂,ntr harga jgn dinaikin kak jdi ownernya,netral
Dua lipa?,lipa,netral
"Emg bner kak smua makeup focalure rata rata 22.000 -50.000 asli nya dari primer lipstik dll. Tapi langsng di china yaaa bukan di indo ,karena kalau ud ampe indo ud mahalll",emg bner kak smua makeup focalure asli nya primer lipstik dll langsng china ya indo ud ampe indo ud mahal,negatif
"Please kasih tau, focallure ini beneran no animal tested nggak? Baca komen2nya kok masih bingung antara iya atau enggak, please kasih tau ya karna aku abis googling focallure ini dari china dan disana pasti pakai animal testing, masih berharap semoga focallure no animal tested 😭😭😭😭😭",please kasih focallure beneran no animal tested baca komen nya bingung iya please kasih ya abis googling focallure china sana pakai animal testing harap moga focallure no animal tested,netral
Mau nanya dong focallur halal ngga ya?,nanya focallur halal ya,netral
OMG teracuni oleh tasya farasya,ya ampun racun tasya farasya,positif
Dimana q bisa beli? 😳,mana q beli,positif
tasya very bold farasya,tasya very bold farasya,netral
Lisa Martyani aku beli di olshop ig @belangibeauty.store olshop langganan aku,lisa martyani beli online shop ig store online shop langgan,positif
Renee Melly aku beli di olshop ig @belangibeauty.store olshop langganan aku,renee melly beli online shop ig store online shop langgan,positif
tasya menor farasya,tasya menor farasya,negatif
Mungkin menurut kakak masih murah kalau 40 puluan ribu . Tapi kalo aku itu udah mahal banget 😥😥😥😥,kakak murah puluan ribu mahal banget,negatif
"Ya ampun kak racun banget, langsung beli ke ars_fashion",ya ampun kak racun banget langsung beli ars fashion,positif
Racunnn 😭 otw arss,racun jalan arss,positif
This girl hebohnya juaraaakkkk,this girl heboh juarak,netral
bagus bet gila dah murah lagi ah racun bgt lo kak,bagus bet gila dah murah ah racun banget lo kak,positif
"""Aku nggak mau bilang ini semua recommended, tapi emang ini semua recommended"" - Tasya tanpa pori pori Farasya",bilang rekomendasi rekomendasi tasya pori pori farasya,positif
Cirii khas...wowwww benar-benar pigmented....😂😂😂😅😅😅👍👍👍👍👍👍👍👍,ciri khas wo pigmented,netral
Uhh ngeracun mulu kk ihh wkkw,uhh ngeracun mulu kak ihh wkkw,positif
Umur berapa ya??,umur ya,netral
produk china kak,produk china kak,netral
"Kita jual produk focallure ready stok kka.  Cek IG zulfashion_kosmetik. Eyeshadow 18 warna cuma 120rb,  eyeshadow 20 warna 130rb,  highlighter 6 macam 140rb.  Eyeliner glitter focallure 45rb.  Semua ready.  Kita juga jual di shopee dan tokopedia.  Terimakasih",jual produk focallure ready stok kka cek ig zulfashion kosmetik eyeshadow warna rb eyeshadow warna rb highlighter rb eyeliner glitter focallure rb ready jual shopee tokopedia terimakasih,netral
Kak tasya walaupun gak pakek make up tetep cantik banget,kak tasya pakek make up tetep cantik banget,positif
"gw suka banget denger ka tasya ngomong , ceplas ceplos tapi gak dibuat buat dan gak lebayy,moodboster i love this one so much❤️",suka banget denger kak tasya ngomong ceplas ceplos lebayy moodboster i love this one so much,positif
Pas bgttt lagi cari review folcallure laff❤❤❤,pas banget cari review folcallure laff,netral
"11:22 ""gimana nih"" HAHAHHAHA",gimana hahahhaha,netral
Itu cahaya keterangan / keputihan aplin produknya,cahaya terang putih aplin produk,negatif
Suka banget kak,suka banget kak,positif
"mau komen, gue jadi keracunan, mau cek ig terus beli, tolongin hamba ya Allah kerancunan ka Tasya😂😂😂😂😂",komen racun cek ig beli tolongin hamba ya allah kerancunan kak tasya,positif
Kak tasya kan nyuruh kita beli focallure tapi mana duitnya kak,kak tasya nyuruh beli focallure duit kak,positif
Di shopee dibwh 50ribuan.,shopee dibwh ribu,netral
focallure murah malaaang free ongkir cod dan deliveryyy ( @allfocalluremalang ),focallure murah malang free ongkir cod delivery,positif
9:28 ngakak parah..😂,tertawa parah,netral
dia berisik bgt si wkwk tapi lucu trus suka juga wkwk,berisik banget si tertawa lucu suka tertawa,positif
ini racun sihhh. segera cek ars fashion 😆,racun sih cek ars fashion,positif
sama eyeshadow beauty creations bagus mana tasya???,eyeshadow beauty creations bagus tasya,positif
Aku kayak nya pernah ngeliat kaka di film gitu aku lupan nama nya,kayak nya kaka film lup nama nya,netral
gue ngeliat bibirnya tasya farasya kaya jadi gatel pengen ikut komatkamit tapi apalahdaya malah jadi kaya dugong seaworld :(,bibir tasya farasya kaya gatel komatkamit apalahdaya kaya dugong seaworld,netral
Racun banget. Kenapa baru kenal kakak sekarang sekarang 😓😓😓😭😝 nyesel,racun banget kenal kakak nyesel,positif
Org mana sih,orang sih,netral
Barbiee😍,barbiee,netral
sumpah racun bgt ini video 😂😂😂,sumpah racun banget video,positif
Kak tasya concealer steak nya merk apa yaa??,kak tasya concealer steak nya merk ya,netral
"OMG KAK KARENA KAK TASYA AKU JD BELI EYESHADOWNYA FOCALLURE, AKU TELAT BANGET SI TAPI YAUDS LA YA:"")",ya ampun kak kak tasya beli eyeshadownya focallure telat banget si yauds la ya,positif
Focallure itu brand nya amerika kakk😊,focallure brand nya amerika kakk,netral
"""Karna aku gamau terlalu kebanyakan komentar lagi"" detik berikutnya ""kalo menurut aku sih bagus"" wkwkwk terserah ka tasya gamau banyak komen farasya aja dah😂😂",gamau banyak komentar detik sih bagus tertawa serah kak tasya gamau komen farasya dah,positif
Ka plis bikin vlooggggg donk :(,kak plis bikin vloog donk,netral
"Aku  tantang ka tasya make up

Tp make up nya semua kalo di total harus 200 rb",tantang kak tasya make up make up nya total rb,netral
Gemes banget ama tasya and produknya 🤣🤣🤣🤣,gemes banget ama tasya and produk,netral
Hy jangan lupa mampir ke channel ku ya😊jangan lupa Subscribe dan like nanti aku subback👌😊,hy lupa mampir channel ku ya lupa subscribe like subback,netral
"Rika Tursino focallure, aku beli di olshop ig @belangibeauty.store olshop langganan aku",rika tursino focallure beli online shop ig store online shop langgan,positif
Susana Tamara udah ada,susana tamara,netral
"sumpah kak tasya cantik bgt,suka bgt sama tutorial nya apalagi kak tasya keliatan semangat gitu jd lucuuu
semangat kak tasya",sumpah kak tasya cantik banget suka banget tutorial nya kak tasya liat semangat lucu semangat kak tasya,positif
terang bgt silauu,terang banget silauu,netral
yaa ampun gue kena rachunnnnn........😂😂😂😂,ya ampun kena rachun,netral
She's so fun to watch! Lucky i understand indonesian so i can enjoy her talking lol,she s so fun to watch lucky i understand indonesian so i can enjoy her talking lol,netral
ka tasya saran doang ya kalo pake makeup lebih bagus lagi kalo leher sm telinganya warnanya sama jadi ga keliatan belang,kak tasya saran doang ya pakai makeup bagus leher telinga warna liat belang,positif
Tasya kamu nih lucu bgt sihhh 😆😆,tasya lucu banget sih,netral
DUA LIPA INDONESIA ? WKWKWK,lipa indonesia tertawa,netral
this's the best video everrrr!!!!,this s the best video ever,netral
gua kira awalnya dua lipa sumpah 😂,gua lipa sumpah,netral
Kapan kapan bikin vidio serba wardah dong kak,bikin vidio serba wardah kak,netral
Mirip Dua Lipa,lipa,netral
yaampun denger narasinya kak tasya jadi semangat pengen beli 😆,yaampun denger narasi kak tasya semangat beli,positif
Kak tasya kok di area hidung kayak ada bintik bintik hitamnya,kak tasya area hidung kayak bintik bintik hitam,netral
Apa cuman aku yg nonton di 2017 eh 2018,cuman nonton eh,netral
Emang bener bgt gua syukak bgt ama eyeshadow ny nampol bgt bner2 berasa make  . Luvv luvv pokony,bener banget gua syukak banget ama eyeshadow ny nampol banget bner asa make luvv luvv pokony,positif
Kak bisa stay berapa lama?,kak stay,netral
foundation price????,foundation price,netral
pertama kali nontonn video kakak. suka bngt💕,kali nontonn video kakak suka banget,positif
