comment_raw,comment_preprocessing,label_sentimen,label,indobert_text
"aaa telat aku tonton nya,  dan ga nyesel aku beli set focallure. ternyata ka tasya sukaaaa....... hahhaa hubungan nya apa 😂",a telat tonton nya nyesel beli set focallure kak tasya suka hahhaa hubung nya,positif,2,aaa telat aku tonton nya dan tidak nyesel aku beli set focallure ternyata kak tasya sukaaaa hahhaa hubungan nya apa
Katasyaa foundation focallur itu full coverage ga??,katasyaa foundation focallur full coverage,netral,1,katasyaa foundation focallur itu full coverage tidak
Yang mau beli all product FOCALLURE 💯 ORI bisa WA: 085778612112,beli all product focallure ori wa,positif,2,yang mau beli all product focallure ori bisa wa
Mmng asli cantik Non Tasya...😘😘😘,mmng asli cantik non tasya,positif,2,mmng asli cantik non tasya
"❤❤❤selamat datang di toko kami ,kami jual produk focallure termurah.❤❤❤
❤❤https://shopee.co.id/shop/69014697/❤❤",selamat toko jual produk focallure murah,positif,2,selamat datang di toko kami kami jual produk focallure termurah
Kak Tasya itu beli dimana,kak tasya beli mana,positif,2,kak tasya itu beli dimana
Hah jam 12mlm hih.........   Tatut 😮😮😮😮😮,hah jam mlm hih tatut,netral,1,hah jam mlm hih tatut
Kak perasaan aku keputihan 😅😅😅,kak asa putih,negatif,0,kak perasaan aku keputihan
kami jual 100% ori produk focallure   https://shopee.co.id/shop/83032808/    selamat datang toko kami.terima reseller dan dropship.,jual ori produk focallure selamat toko terima reseller dropship,netral,1,kami jual ori produk focallure selamat datang toko kami terima reseller dan dropship
cansssss😍😍😍,cans,netral,1,cansssss
"Apa cuma gw yg gak bosen nonton ini?
Waktu pertama kali tau focallure ya dari kak Tasya wkwkwkwk",bosen nonton kali focallure ya kak tasya wkwkwkwk,netral,1,apa cuma saya yang tidak bosen nonton ini waktu pertama kali tahu focallure ya dari kak tasya wkwkwkwk
"Akhirnyaaa, aku emang syuka banget sama eye shadow focallure 😍",syuka banget eye shadow focallure,netral,1,akhirnyaaa aku memang syuka banget sama eye shadow focallure
"amazing cantik bgt. .

Subscribe my happy vlog",amazing cantik banget subscribe my happy vlog,positif,2,amazing cantik banget subscribe my happy vlog
Tasya tolong rekomendasi kan bulu mata lokal yang bagus untuk full make up,tasya tolong rekomendasi bulu mata lokal bagus full make up,positif,2,tasya tolong rekomendasi kan bulu mata lokal yang bagus untuk full make up
"aku gamau terlalu ngomong, tapi tetep aja ya kak , auto ngakak😂",gamau ngomong tetep ya kak auto tertawa,netral,1,aku gamau terlalu ngomong tapi tetep saja ya kak auto tertawa
dilarang gosip makeup kak 😆,larang gosip makeup kak,netral,1,dilarang gosip makeup kak
Racunnya kenceng 😭😭,racun kenceng,positif,2,racunnya kenceng
Ini tmn nya ricis bukan,tmn nya ricis,netral,1,ini tmn nya ricis bukan
"[PO FOCALLURE ORI CHINA]

Hey Girl! (girl) Pasti tau dong Brand Focallure yang lagi hist ini.  Sering banget di review sama beautyvloger itu loh, yang Eyeshadownya pigmented banget itu ! Lagi Ada Open PO nih buat kamu kamu yang ingin banget punya produk dari Focallure ini.  Ets, jangan takut sama harganya girl. Dijamin MURAH BANGET!!  
1. FOCALLURE18 Shades Full Function Pallete (Twilight) : 150K (harga asli 300k) 
2.FOCALLUR Palette Blush on/ Highligther 3 color: 45k (harga asli 70k) 
3. FOCALLUR Makeup Powder : 50k (harga Asli 127k) 
4.FOCALLURE Eyebrow Pencil Waterproof : 35k (harga asli 60k) 
5.FOCALLURE Shimmer Bronzer Highlighters Powder: 50k (harga asli 80k) 
6.FOCALLURE New Pressed Makeup Powder  : 80k ( harga asli 127k) 
7.FOCALLURE Makeup Mate Liquid Lipstik : 65k (100k) 
8. FOCALLURE Face Highlighter Stick : 50k (100k) 
9.FOCALLURE Palet Blush On : 45k (harga asli 85k) 
10. FOCALLURE Triple Lip Crayon : 65k ( harga asli 115k) 
11. FOCALLURE Stick Concealer : 75k ( harga asli 161k)
12. FOCALLURE 9 Colours Shimmer Matte Pigment Gliter : 65k (126k) 
13. FOCALLURE 20 Colours Eyeshadow Palette Glamorous  Smokey : 145k ( harga asli 231k)  
14.FOCALLURE Mascara Volume Express : 55k(harga asli 88k) 
15.FOCALLURE Pigment Waterproof Face Contour Concealer : 30k (harga asli 45k) 
16. FOCALLURE  BB Cream : 65k (harga asli 104k) 
17. FOCALLURE 18 Colours Pallete Eyeshadow : 120k ( harga asli 198k) 

Gimana Girls,  murahkan produk Focallurenya.  Kok murah sih sist?(wah) Aman engga nih? 100% Ori ya Girls, karena aku ambilnya langsung dari Chinanya jadi murah, aku sendiri aja pake loh. Ayo buruan pesen produk Focallurenya! Dijamin Tidak Menyesal! (sedih) 

PERIODE PO :  6 Agustus - 12 Agustus 2018
Barang sampai: kurang lebih 2 minggu setelah tanggal 12 Agustus 2018 ( Maklum langsung dari china ya!) 

(Circus Tent)COD daerah IPB Dramaga dan IPB Baranangsiang
Luar dari itu pengiriman Via JNE yaa! 

Ada Promo Khusus lagi nih:

(wah)Beli 3 Produk apa saja diskon 10k(berlaku kelipatan). 
(wah)Beli produk senilai 300k gratis ongkir 20k .

(ASAP)(ASAP)(ASAP)Ayo tunggu apalagi,  buruan pesen sekarang juga!!(ASAP)(ASAP)(ASAP)

Detail&informasi barang silakan PC ya. 

(line)beatlefreaks
wa: 08164640552",po focallure ori china hey girl girl brand focallure hist banget review beautyvloger loh eyeshadownya pigmented banget open po banget produk focallure ets takut harga girl jamin murah banget focallure shades full function pallete twilight k harga asli k focallur palette blush on highligther color k harga asli k focallur makeup powder k harga asli k focallure eyebrow pencil waterproof k harga asli k focallure shimmer bronzer highlighters powder k harga asli k focallure new pressed makeup powder k harga asli k focallure makeup mate liquid lipstik k k focallure face highlighter stick k k focallure palet blush on k harga asli k focallure triple lip crayon k harga asli k focallure stick concealer k harga asli k focallure colours shimmer matte pigment gliter k k focallure colours eyeshadow palette glamorous smokey k harga asli k focallure mascara volume express k harga asli k focallure pigment waterproof face contour concealer k harga asli k focallure bb cream k harga asli k focallure colours pallete eyeshadow k harga asli k gimana girls murah produk focallurenya murah sih sist aman engga ori ya girls ambil langsung chinanya murah pakai loh ayo buru sen produk focallurenya jamin sesal sedih periode po agustus agustus barang minggu tanggal agustus maklum langsung china ya circus tent cod daerah ipb dramaga ipb baranangsiang kirim via jne ya promo khusus beli produk diskon k laku kelipat beli produk nila k gratis ongkir k asap asap asap ayo tunggu buru sen asap asap asap detail informasi barang sila pc ya line beatlefreaks wa,positif,2,po focallure ori china hey girl girl pasti tahu dong brand focallure yang lagi hist ini sering banget di review sama beautyvloger itu loh yang eyeshadownya pigmented banget itu lagi ada open po ini buat kamu kamu yang ingin banget punya produk dari focallure ini ets jangan takut sama harganya girl dijamin murah banget focallure shades full function pallete twilight k harga asli k focallur palette blush on highligther color k harga asli k focallur makeup powder k harga asli k focallure eyebrow pencil waterproof k harga asli k focallure shimmer bronzer highlighters powder k harga asli k focallure new pressed makeup powder k harga asli k focallure makeup mate liquid lipstik k k focallure face highlighter stick k k focallure palet blush on k harga asli k focallure triple lip crayon k harga asli k focallure stick concealer k harga asli k focallure colours shimmer matte pigment gliter k k focallure colours eyeshadow palette glamorous smokey k harga asli k focallure mascara volume express k harga asli k focallure pigment waterproof face contour concealer k harga asli k focallure bb cream k harga asli k focallure colours pallete eyeshadow k harga asli k gimana girls murahkan produk focallurenya kok murah sih sist wah aman engga ini ori ya girls karena aku ambilnya langsung dari chinanya jadi murah aku sendiri saja pakai loh ayo buruan pesen produk focallurenya dijamin tidak menyesal sedih periode po agustus agustus barang sampai kurang lebih minggu setelah tanggal agustus maklum langsung dari china ya circus tent cod daerah ipb dramaga dan ipb baranangsiang luar dari itu pengiriman via jne ya ada promo khusus lagi ini wah beli produk apa saja diskon k berlaku kelipatan wah beli produk senilai k gratis ongkir k asap asap asap ayo tunggu apalagi buruan pesen sekarang juga asap asap asap detail informasi barang silakan pc ya line beatlefreaks wa
Cek olshop ig @belangibeauty.store aku beli disituu,cek online shop ig store beli disituu,positif,2,cek online shop ig store aku beli disituu
"Artisan sis, atau ardell",artisan sis ardell,netral,1,artisan sis atau ardell
Sumpah cantikkk bngt SUBHANALLAH .... 💞💞💞,sumpah cantik banget subhanallah,positif,2,sumpah cantikkk banget subhanallah
Racun bgt kaaaa 😍,racun banget kak,positif,2,racun banget kaaaa
harga segitu jg mahal kak. buat aku yg uangnya gak berlebih,harga segitu mahal kak uang lebih,negatif,0,harga segitu juga mahal kak buat aku yang uangnya tidak berlebih
"kak tasya, itu kalo aku totalin smw produk make up yg kk pake, totalnya tembus 1,1 jt'an wkwk",kak tasya totalin smw produk make up kak pakai total tembus jt an tertawa,netral,1,kak tasya itu kalau aku totalin smw produk make up yang kak pakai totalnya tembus jt an tertawa
That foundation is too light,that foundation is too light,netral,1,that foundation is too light
Ketika lagi nonton tasya dan muncul iklan tasya,nonton tasya muncul iklan tasya,netral,1,ketika lagi nonton tasya dan muncul iklan tasya
Kaya pake behel deh iya ga sii,kaya pakai behel deh iya sii,netral,1,kaya pakai behel deh iya tidak sii
Sy suka banget sama matanya 😍😍,suka banget mata,positif,2,saya suka banget sama matanya
Summmpahhhh😗😗😍😍😍cantiknya,sumpah cantik,positif,2,summmpahhhh cantiknya
"Apa cm aq aja yah yg malah fokus ama tasya nya bukan ama produk yg di bahasx 😁 
Aq terpukau wajah bulenya,,, km asli bule atau gmna ? Kok fasih bnget ama bhs indo,, maaf soalx aq baru aja pertama nonton vlog km",cm yah fokus ama tasya nya ama produk bahasx pukau wajah bule km asli bule gmna fasih bnget ama bhs indo maaf soalx nonton vlog km,netral,1,apa cm aku saja yah yang malah fokus ama tasya nya bukan ama produk yang di bahasx aku terpukau wajah bulenya km asli bule atau gmna kok fasih bnget ama bhs indo maaf soalx aku baru saja pertama nonton vlog km
Untuk kakak2 yang nyari produk focallure di sy ada silahkan WA.082120385370  IG.focallure189  web.www.fashionratna.com,kakak nyari produk focallure silah wa ig focallure web,netral,1,untuk kakak yang nyari produk focallure di saya ada silahkan wa ig focallure web
izin share kakak cantik..,izin share kakak cantik,positif,2,izin share kakak cantik
"kemahalan itu harganya , padahal aslinya lebih murah parah 😥😥",mahal harga asli murah parah,negatif,0,kemahalan itu harganya padahal aslinya lebih murah parah
"""Dia ga kaya batu kerasnya"" 😂 wkwkwkwkwkwkwk ngakak kak",kaya batu keras wkwkwkwkwkwkwk tertawa kak,netral,1,dia tidak kaya batu kerasnya wkwkwkwkwkwkwk tertawa kak
Omg iklan ya asli serius keren,ya ampun iklan ya asli serius keren,positif,2,ya ampun iklan ya asli serius keren
Ka itu kliatan putih bgt gak sih kliatannya?,kak kliatan putih banget sih kliatannya,netral,1,kak itu kliatan putih banget tidak sih kliatannya
Belajar? Belajar apa kak?,ajar ajar kak,netral,1,belajar belajar apa kak
Cek ig olshop aku @felanckll aku jual focallure original lg promo loh,cek ig online shop jual focallure original lg promo loh,netral,1,cek ig online shop aku aku jual focallure original lg promo loh
Kak minta hylyter rainbow nya dong,kak hylyter rainbow nya,netral,1,kak minta hylyter rainbow nya dong
Kak bkin video make up with kak tasyi dong,kak bkin video make up with kak tasyi,netral,1,kak bkin video make up with kak tasyi dong
"Kok kaya bencis kak:v
Mukanya keliatan strong banget 😭😭",kaya bencis kak v muka liat strong banget,netral,1,kok kaya bencis kak v mukanya keliatan strong banget
Bagusan mana kak sama make over?,bagus kak make over,positif,2,bagusan mana kak sama make over
Mirip dualipa :),dualipa,netral,1,mirip dualipa
"Aku beli di shope lebih murah kak kaya loosebpowder cuma 29rb pengiriman cuma 10rb dari china langsung, ini produk dari china asli kak",beli shope murah kak kaya loosebpowder rb kirim rb china langsung produk china asli kak,positif,2,aku beli di shope lebih murah kak kaya loosebpowder cuma rb pengiriman cuma rb dari china langsung ini produk dari china asli kak
Lightnya terlalu terang atau shadenya ga match yaa.😅,lightnya terang shadenya match ya,netral,1,lightnya terlalu terang atau shadenya tidak match ya
"""Beliin semua keluarga kalian"" 😂😂",beliin keluarga,positif,2,beliin semua keluarga kalian
"Eyeshedow yg palet 18 Warna, bagus bgt kak 😃😃",eyeshedow palet warna bagus banget kak,positif,2,eyeshedow yang palet warna bagus banget kak
"kalo ka tasya lg liat kebawah, sekilad mirip dua lipa😂",kak tasya lg lihat bawah sekilad lipa,netral,1,kalau kak tasya lg lihat kebawah sekilad mirip dua lipa
Ka tasya eyebrown nya enakan yg matic apa gel?,kak tasya eyebrown nya enak matic gel,netral,1,kak tasya eyebrown nya enakan yang matic apa gel
collab suhayy salimm nya please...d tngguu bngett.....😭😭😭,collab suhayy salimm nya please d tngguu bngett,netral,1,collab suhayy salimm nya please d tngguu bngett
FOCALLURE MURAH SEINSTAGRAM @focallure_jakarta banyak giveawayyyyy,focallure murah seinstagram giveaway,positif,2,focallure murah seinstagram banyak giveawayyyyy
Beauty blender tasyaa brapa hrga nyaa yaaaa,beauty blender tasyaa brapa hrga nyaa ya,netral,1,beauty blender tasyaa brapa hrga nyaa yaaaa
Racun lo sya hahaha,racun lo sya tertawa,positif,2,racun lo sya tertawa
Seneng liat dy heboh sendiri..  Pake bodyshop sihh... Bgus kok.. Hee krna cuma it yg aman d muka aku hiksss,neng lihat dy heboh pakai bodyshop sihh bgus hee krna it aman d muka hiks,netral,1,seneng lihat dy heboh sendiri pakai bodyshop sihh bgus kok hee krna cuma it yang aman d muka aku hiksss
Aku langsung belii woyyyyyy,langsung beli woy,positif,2,aku langsung belii woyyyyyy
thumbnail nyaaaaa mirip dua lipaaaaaa❤❤,thumbnail nya lipa,netral,1,thumbnail nyaaaaa mirip dua lipaaaaaa
Girl ur face is way too white,girl ur face is way too white,netral,1,girl ur face is way too white
"Bikin video sm kembaran dong.. Atau sm keponakan, atau sm abang ipar😁",bikin video kembar keponakan abang ipar,netral,1,bikin video sama kembaran dong atau sama keponakan atau sama abang ipar
Mampir dong ke channel aku Dan jangan lupa subscribe,mampir channel lupa subscribe,netral,1,mampir dong ke channel aku dan jangan lupa subscribe
Kak Tasya jangan terlalu baik ada yang kak Tasya bilang bagus tapi menurut aku jelek,kak tasya kak tasya bilang bagus jelek,negatif,0,kak tasya jangan terlalu baik ada yang kak tasya bilang bagus tapi menurut aku jelek
Kak Tasya beli focallore nya di cc aku aja @ladylipstickque,kak tasya beli focallore nya cc,positif,2,kak tasya beli focallore nya di cc aku saja
"hawo! mampir ke chanel aku yu. chanell yotube nya masih baru. bantu promo, like, coment and subscribe jugaaaa, makasihhhhhh",hawo mampir chanel yu chanell yotube nya bantu promo like coment and subscribe terima kasih,netral,1,hawo mampir ke chanel aku yu chanell yotube nya masih baru bantu promo like coment and subscribe jugaaaa makasihhhhhh
Aaakkk telat banget gw coba kmaren2 tau ada merk ini 😭😭😭,ak telat banget coba kmaren merk,netral,1,aaakkk telat banget saya coba kmaren tahu ada merk ini
Terlaluu Racun sih😭😭😭,terlaluu racun sih,positif,2,terlaluu racun sih
"Mau nanya dong guys, focallure itu cuma bisa beli online ya? Store nya dmna ada yg tau kah?",nanya guys focallure beli online ya store nya dmna kah,positif,2,mau nanya dong guys focallure itu cuma bisa beli online ya store nya dmna ada yang tahu kah
Ngepas banget jam nya...,ngepas banget jam nya,netral,1,ngepas banget jam nya
