comment_raw,comment_preprocessing,label_sentimen,label
ko kaya putih banget gt ya ka mukanya? kayanya lighting nya kurang cocok deh jadi kayak terang bgt gt. pake ring lighting coba kaa kaya beauty vlogger lainnn. but luv yyyy,ko kaya putih banget gt ya kak muka kaya lighting nya cocok deh kayak terang banget gt pakai ring lighting coba kak kaya beauty vlogger but luv y,positif,2
"br prtm nyobak prodak Focallure lngsng jth cnt ,, emng bgs + hrg ny murah😘...",br prtm nyobak prodak focallure lngsng jth cnt emng bgs hrg ny murah,positif,2
"ini pertama kalinya gue mampir dichannel ini... trus dia bilang ""maaff ya gue cerewet"". damn gurl, i love your channel already!",kali mampir dichannel bilang maaff ya cerewet damn gurl i love your channel already,positif,2
"Say, itu bs tahan brp jam",say bs tahan brp jam,netral,1
FIX BELIIIIII.... RACUUUNNN :D,beli racun d,positif,2
Tahan lama ngak?,tahan ngak,netral,1
Cinta eyeshadow nya 😂,cinta eyeshadow nya,positif,2
kak buat make up tutorial pakai produk just miss dong :),kak make up tutorial pakai produk just miss,netral,1
Beli dimana kak ?,beli mana kak,positif,2
"Mendadak kangen liat old videonya tasya. Gatau knp atmosfernya beda pas jaman2 belum seterkenal sekarang. Tp gpp, aq tetep cintaaa💓",dadak kangen lihat old video tasya gatau knp atmosfer beda pas jaman kenal gpp tetep cinta,positif,2
"Kamu g bisa baca tulisan Mandarin q mau kok bacain hehehhe..Thank you y gara"" video ini q bisa cari makeup yg murah",g baca tulis mandarin q bacain hehehhe thank you y gara video q cari makeup murah,positif,2
utari rosmadewi 😃😂😂😂😂😂,utari rosmadewi,netral,1
Kenapa bacotmu selalu menyenangkan untuk didengar kaaak? racun parah😭😭,bacot senang dengar kak racun parah,positif,2
2021 masi Ada yg liat?????😂,mas lihat,netral,1
"aduuuhh racuuunn, thanks sdh share produk murah yg keren banget 😁😁😁",aduhh racunn terima kasih sdh share produk murah keren banget,positif,2
sumpah racun bgt ini video 😂😂😂,sumpah racun banget video,positif,2
Kuu:v,kuu v,netral,1
"Belum pernah pake Focallur. Mantap kayaknya tuh, hasil make up nya cantik banget",pakai focallur mantap kayak tuh hasil make up nya cantik banget,positif,2
Omg iklan ya asli serius keren,ya ampun iklan ya asli serius keren,positif,2
Racun lo sya hahaha,racun lo sya tertawa,positif,2
Beli di official ya lah,beli official ya,positif,2
Make up 1 box😭ip x😭 mimpi doang emg😭,make up box ip x mimpi doang emg,netral,1
ka tasya umur nya brp th,kak tasya umur nya brp th,netral,1
"""aku mau jadi ownernya focallure"" wkwkkwkwkwkwkkwkwkkwkwkwkwkwkwkwkwk",ownernya focallure wkwkkwkwkwkwkkwkwkkwkwkwkwkwkwkwkwk,netral,1
knpa ya ka focallure bisa murah banget tp bagus banget banget?,knpa ya kak focallure murah banget bagus banget banget,positif,2
Kata nya kalo maskara bagus bakal teriak?,nya maskara bagus teriak,positif,2
"https://shopfocallure.com/pages/focallure-company-profile 

FYI, guys. they from US and they claim all their products cruelty free! ❤❤",fyi guys they from us and they claim all their products cruelty free,netral,1
Gara2 video ini dunia jadi tau focallure wkwk,gara video dunia focallure tertawa,netral,1
video racun paling tepat di awal bulan 😭😭😭,video racun,positif,2
"Sumpaaaahhh cantik sya, coba next make up BARBIE LOOK.. Penasaraaaannn bgtt.",sumpah cantik sya coba next make up barbie look penasaran banget,positif,2
Kak kaka tu gak pake make up juga cantik apalagi idung nya maucuuung huh tapi gak mancung juga sih nanti serem hehehe,kak kaka tu pakai make up cantik idung nya maucung huh mancung sih rem tertawa,positif,2
Belinya di mana ya?,beli ya,positif,2
icha salsabilla okeei thank you for answering me ☺️,icha salsabilla okeei thank you for answering me,netral,1
Nancy + somi = tasya,nancy som tasya,netral,1
kak aq blh nnyak ndak itu prodak apa aja yg hrs di bli,kak blh nnyak ndak prodak hrs bli,netral,1
Kak bisa stay berapa lama?,kak stay,netral,1
"kak, found n liquid conceal nya kalo diolshop beli nya olshop mana? 
soalnya di olshop2 smua aku liat diatas 140rb an keatas>_<, pada korop nihh heeeeheh
atau kalo kk tau counter di kota medan dmna yaa?
plissss jawab ya kakak cwantiikkks😍😍😍😍",kak found n liquid conceal nya diolshop beli nya online shop online shop smua lihat atas rb an atas korop nihh heheh kak counter kota medan dmna ya plis ya kakak cwantiiks,positif,2
Suka banget kak,suka banget kak,positif,2
"Sis dont trying to hard to sell the products even you has contract with focallure companies.. Don't makes to much ""WOW"" just be simple and focus on your makeup.",sis dont trying to hard to sell the products even you has contract with focallure companies don t makes to much wow just be simple and focus on your makeup,netral,1
yea yea juni 2019??,yea yea juni,netral,1
"info aja nih kl mau beli produknya bisa di aliexpress, free ongkir seluruh negeri. cuman kudu sabar nunggunya. tp emang murah bgt Lihat toko rekomendasi AliExpress. Dapatkan produk terbaik dengan harga terjangkau
 http://s.aliexpress.com/NveMVFVN 
(from AliExpress Android) ini linknya",info kl beli produk aliexpress free ongkir negeri cuman kudu sabar nunggunya murah banget lihat toko rekomendasi aliexpress dapat produk baik harga jangkau from aliexpress android linknya,positif,2
yaa ampun gue kena rachunnnnn........😂😂😂😂,ya ampun kena rachun,netral,1
Juli 2019?,juli,netral,1
"林秀芬 jelas ini judulnya ""One brand make up tutorial"" bukan ""Daily make up go to Campus"". Lebih cerdas lagi untuk berkomentar hehe",judul one brand make up tutorial daily make up go to campus cerdas komentar hehe,netral,1
serem amat inimah kek makeup penganten,rem inimah kek makeup penganten,netral,1
Lebay bgt sihh ngomongnya,lebay banget sihh ngomongnya,netral,1
kak kaka itu kursus make up ga si ? ko jagi gitu,kak kaka kursus make up si ko jagi,netral,1
Minyak dong produk nya buat nanti ada karnaval,minyak produk nya karnaval,netral,1
Tau produknya juli 2019,produk juli,netral,1
Aku bulan september,september,netral,1
Olivia C. how can yall write ripenglish when her english seems just fine,olivia c how can yall write ripenglish when her english seems just fine,netral,1
gue nnton nya juga mau triak-triak !!!!,nnton nya triak triak,netral,1
lina syadiah foundation nya bagus gaa?,lina syadiah foundation nya bagus gaa,positif,2
Tias Wulandari yaa lumayan sihhCahaya nya,tias wulandari ya lumayan sihhcahaya nya,netral,1
tengkyu udah bikin ini dari dulu pengen beli tapi gatau Bagus apa enggak,tengkyu bikin beli gatau bagus,positif,2
"gajadiii kakk, udahh aku baca komen sblumnya heheee.
maaf kurang teliti, abiss excitedd bgt😛 suksees trus ya kak cantikk",gajadi kakk udahh baca komen sblumnya hehe maaf teliti abiss excitedd banget suksees ya kak cantikk,positif,2
"kak fyi aja eyebrow matic nya salah harga pas ditulis di description box, kakak blng 39.000 di video tpi di description box 48.00",kak fyi eyebrow matic nya salah harga pas tulis description box kakak blng video tpi description box,netral,1
Justru lebih murah .. Q beli d shopee lgsg dr officialstore nya focallure.,murah q beli d shopee lgsg officialstore nya focallure,positif,2
Tipe make up andalan orang arab..,tipe make up andal orang arab,netral,1
@tasya farasya keturunan apa ?,farasya turun,netral,1
April 2019?😅,april,netral,1
"""jangan2 kayanya mereka semua satu pabrik.."" ngarang bebas'. fix ngakak!😂",kaya pabrik ngarang bebas tertawa,netral,1
Halal ga? Dr cina soalnya,halal cina,netral,1
Semua yg di vidio q beli smua focalur...kena racun omg ka tasya😂😂🙄🙄🙄,vidio q beli smua focalur kena racun ya ampun kak tasya,positif,2
DUA LIPA INDONESIA ? WKWKWK,lipa indonesia tertawa,netral,1
"2021 and still watch this, kangen closing zaman ini",and still watch this kangen closing zaman,netral,1
foundation focallure oksidasi gak ya?,foundation focallure oksidasi ya,netral,1
skg smua udah naik harganya😊,skg smua harga,netral,1
tasya menor farasya,tasya menor farasya,negatif,0
I am your fan in Malaysia.....you make me buy foccallure....can't wait to test it,i am your fan in malaysia you make me buy foccallure can t wait to test it,netral,1
" @angelgabriele3419  ooh okey,jdi aku ga perlu khawatir soal barang kw donk ya😆,takut aja gitu",ooh okey jdi khawatir barang kw donk ya takut,netral,1
"16 menit kerasa cepet bgt kalo ka tasya bikin video, ahh sukaaa 💕💕💕",menit rasa cepet banget kak tasya bikin video ahh suka,positif,2
Lahkan emang endorse os ars_fashion tpp reviewnya murni kok kl ka tasya,lah endorse os ars fashion tpp reviewnya murni kl kak tasya,negatif,0
Here I Am  👌😂😁💋💞💖,here i am,netral,1
kak.. aku subscriber kakak yg baru.. suka banget liat video2 kakak,kak subscriber kakak suka banget lihat video kakak,positif,2
"Jgn julid deh,😂",jgn julid deh,netral,1
Angela Viona Masaa??? Beneran ga nih?,angela viona masaa beneran,netral,1
kak tachaa.. colab sama kak suhay salim doonggg 🙌🙌,kak tachaa colab kak suhay salim doong,netral,1
beli dmna,beli dmna,positif,2
"dlu tau kamu dr video d female daily waktu ngereview kylie lipstick di video itu km ga banyaka omong terlihat seperti pendiam, tp ternyataa omg ceriwiiss amaat 😂😂 suka sm youtuber yg apa adanya dan ga dibuat2 ky gini.. 
eh btw kirain bakalan suka sm lipsticknya soalnya bagus bgt kayanya.. formulanya gimana?? pengen beli eyeshadownya jugaaa..",dlu video d female daily ngereview kylie lipstick video km banyaka omong diam ternyataa ya ampun ceriwiiss amaat suka youtuber ky eh ngomong-ngomong kirain suka lipsticknya bagus banget kaya formula gimana beli eyeshadownya,positif,2
kak klok kita pakek fondation warnanya lebih cerah dari mu kita apa samain aja sama warna kulit kita plis butuh respon kk,kak klok pakek fondation warna cerah mu samain warna kulit plis butuh respon kak,netral,1
kagetnya itu bikin ngakak yaampun hahaha,kaget bikin tertawa yaampun tertawa,netral,1
wkwkwk kak tasya lucu bgt tutorial one brand focallure nya 😂 saking seneng nya speechless bgt yak 😂,tertawa kak tasya lucu banget tutorial one brand focallure nya saking neng nya speechless banget yak,netral,1
blush on yg kamu pake rada2 orange ya tas? *atau yg bisa bantu jawab. lg cari blush on orange gitu. bagus ih produknya murah pulak,blush on pakai rada orange ya tas bantu lg cari blush on orange bagus ih produk murah pulak,positif,2
Duh cantik bgt... Maksudnya orang nya... Blm makeup aja udah cantik...,duh cantik banget maksud orang nya makeup cantik,positif,2
gilakan baru melek mata langsung pgn belii..ahh racuunnn,gila melek mata langsung beli ahh racuun,positif,2
mengandung mercury ga tuh?,kandung mercury tuh,netral,1
Mama ayang 2023 nii😂😂 gimana nii,mama ayang nii gimana nii,netral,1
kak bagusan ini atau eyeshadow inez ya pigmentasinya?,kak bagus eyeshadow inez ya pigmentasi,positif,2
Februari 2021,februari,netral,1
Make up.pengantin pake ini semua apa ada yg mix mbk,make up pengantin pakai mix mbk,netral,1
gue ga ngerti lagi lu cantik banget kakkkkkk,ngerti lu cantik banget kak,positif,2
Beli nya dmna ya? Selain online ada ga sih?,beli nya dmna ya online sih,positif,2
"What language is that?
Best greetings from Germany :)!",what language is that best greetings from germany,netral,1
Jual FOCALLURE Eyeshadow Palette MURAH Under 150k sist😍😍 READY AWAL JANUARI✨ yukk buruan order 👉👉 https://shopee.co.id/makeup.goals,jual focallure eyeshadow palette murah under k sist ready januari yukk buru order,positif,2
Aku suka focallure harganya mumer juga 25rbuann💖💖💖,suka focallure harga mumer rbuann,positif,2
"Beli di shoope yg di luar negri gt , itu aman ga sih maksudnya ga palsu kan ?",beli shoope negri gt aman sih maksud palsu,positif,2
setuju!,tuju,netral,1
"11:50 ""aku pengen jadi owner-nya foccalure"" daaannn.. 2019 tercapai foccalure x Tasya farasya 😍",owner nya foccalure capai foccalure x tasya farasya,netral,1
7 April is my birthday😍😍😍❤❤❤❤,april is my birthday,netral,1
"June, 2k19
Baru banget nonton?😂",june k banget nonton,netral,1
Hello kak ! aku dari malaysia tapi fans banget sama kak tasya !!! love banget !!!!!!!!!!! 😘😘😘😘,hello kak malaysia fans banget kak tasya love banget,positif,2
Gw baru beli focallure ultra chic lips yg 07. Sumpah gw suka bgt warnanya.,beli focallure ultra chic lips sumpah suka banget warna,positif,2
Make up ala amerika gtu,make up ala amerika gtu,netral,1
produk china kak,produk china kak,netral,1
gila cantik bgt,gila cantik banget,positif,2
"Emg bner kak smua makeup focalure rata rata 22.000 -50.000 asli nya dari primer lipstik dll. Tapi langsng di china yaaa bukan di indo ,karena kalau ud ampe indo ud mahalll",emg bner kak smua makeup focalure asli nya primer lipstik dll langsng china ya indo ud ampe indo ud mahal,negatif,0
Sajidah Jihan,sajidah jih,netral,1
Ada yang nonton 2020 bulan Mei?,nonton mei,netral,1
RACUN DUNIA!!!,racun dunia,positif,2
"2 tahun lalu  
Gua: hahhhh😮🤪😶",gua hah,netral,1
"2023, anyone?",anyone,netral,1
"Produk China , tmn aq jg distributornya",produk china tmn distributor,netral,1
2020 di muncul beranda ngumpul,muncul beranda ngumpul,netral,1
"Video tasya pertama yg ak liat  pas ak kuliah, sekarang ak udh nikah dan hamil jg ky tasya",video tasya ak lihat pas ak kuliah ak nikah hamil ky tasya,netral,1
kak bagusan foundation make over apa focallure..  please jawab kak..,kak bagus foundation make over focallure please kak,positif,2
ku jd sak napas jg nontonnya,ku sak napas nontonnya,netral,1
Beneran ga sihhhh...abis Tasya kan pake apa aja udah luar biasa cantiknya....d jakarta beli d mana...,beneran sih abis tasya pakai cantik d jakarta beli d,positif,2
Makasih sudah recomended buat seserahan yg overall murah. 😚😚,terima kasih recomended serah overall murah,positif,2
"kak parah aku jd ikut kegirangan liat video ini😂 parah racun abis jd pgn beli semuanya. kak seneng bgt tiap ada notif dari kakak, luv❤❤",kak parah girang lihat video parah racun abis beli kak neng banget notif kakak luv,positif,2
baru nonton setengah dalem hati udah komatkamit 'racun banget ni tasya' 😫😫😫😫,nonton dalem hati komatkamit racun banget ni tasya,positif,2
giveaway nya ditunggu Tas...,giveaway nya tunggu tas,netral,1
Rechel hehe coba cek lagi lebih jelas dya india atau arab mba☺️☺️,rechel hehe coba cek dya india arab mba,netral,1
sista cantik tu dr mana merknya...pengen banget beli dimana ya btw da bppom nya kan he8,sista cantik tu merknya banget beli mana ya ngomong-ngomong da bppom nya he,positif,2
focallure itu produk china,focallure produk china,netral,1
Aku suka topkan warna makeup matanya like it's. Cantik. Warnanya manis menarik hati,suka top warna makeup mata like it s cantik warna manis tarik hati,positif,2
kok kayaknya endors banget ya,kayak endors banget ya,netral,1
Kek orang barat 😂 cantik kali 😊,kek orang barat cantik kali,positif,2
Pas kak tasya bilang jam 12 malem aku refleks langsung liat jam juga dan ternyata 30 menitan lagi jam 12 malem coy 😂 kok agak horor ya 😆,pas kak tasya bilang jam malem refleks langsung lihat jam menit jam malem coy horor ya,netral,1
Mei 2019? Wkwk,mei tertawa,netral,1
"Tasya farasya racun gilaa😥 jadi pengen beli jugaa, kak tasya tu kalo nge review heboh banget.. berapi2,bikin org jadi semangat dan mau beli. kalo bagus dibilang bagus, kalo gak ya gak.. jadi kalo tasya farasya bilang bagus banget,, awwwww... gua pengen punyaaa🙌🙌",tasya farasya racun gilaa beli jugaa kak tasya tu nge review heboh banget rap bikin orang semangat beli bagus bilang bagus ya tasya farasya bilang bagus banget a gua,positif,2
udah ngak ngerti lagi dah yang dandan cantik banget 😘,ngak ngerti dah dandan cantik banget,positif,2
2025 Juni,juni,netral,1
Zuzu Syuhada caranya bagaimana ka,zuzu syuhada kak,netral,1
"Bangkehhhhhhhh, abis liat ini gue langsung search focallure dan order meskipun mesti PO 10 hariiiii. Aku padamu Cahhhh💕💕💕",bangkeh abis lihat langsung search focallure order mesti po pada cah,netral,1
cansssss😍😍😍,cans,netral,1
Putih banget  tasya pakek foundation,putih banget tasya pakek foundation,netral,1
tasya farasya lol I'm really sorry tbh,tasya farasya lol i m really sorry tbh,netral,1
